indx,book_id,isbn13,authors,original_title,average_rating,ratings_count,image_url
3952,6572,9.78044E+12,John Saul,Suffer the Children,3.9,24533,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3992,36,9.78062E+12,"Chris   Smith, Christopher Lee, Richard Taylor",The Lord of the Rings: Weapons and Warfare,4.53,18788,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3995,7194,9.78016E+12,"Arturo Pérez-Reverte, Sonia Soto",El club Dumas,3.82,24090,https://images.gr-assets.com/books/1327896341m/7194.jpg
3999,3378,9.78035E+12,Douglas Coupland,Generation X: Tales for an Accelerated Culture,3.73,20030,https://images.gr-assets.com/books/1485623844m/3378.jpg
4013,7036,9.78035E+12,Alexander McCall Smith,The Kalahari Typing School for Men,3.99,26837,https://images.gr-assets.com/books/1380393680m/7036.jpg
4021,4600,9.78069E+12,Sandra Boynton,"Moo, Baa, La La La!",4.19,26065,https://images.gr-assets.com/books/1451996462m/4600.jpg
4028,880,9.78081E+12,Robert   Harris,Pompeii,3.79,22734,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4044,5693,9.78055E+12,"Anton Chekhov, Richard Pevear, Larissa Volokhonsky",Рассказы и Повести,4.36,23027,https://images.gr-assets.com/books/1491936310m/5693.jpg
4057,668,9.78045E+12,"Ayn Rand, Leonard Peikoff",We the Living,3.89,20994,https://images.gr-assets.com/books/1306188481m/668.jpg
4074,9567,9.78184E+12,Tom Robbins,Half Asleep in Frog Pajamas,3.73,17053,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4113,9784,9.78049E+12,D.H. Lawrence,Women in Love,3.66,22372,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4123,3717,9.78039E+12,Chuck Palahniuk,Stranger Than Fiction: True Stories,3.56,18091,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4141,9833,9.7814E+12,"Haruki Murakami, Philip Gabriel, Jay Rubin"," めくらやなぎと、眠る女 [Mekurayanagi to, nemuru onna]",3.83,19216,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4145,9355,9.78035E+12,John Irving,Until I Find You,3.61,20784,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4190,5787,9.78014E+12,"Jorge Luis Borges, Andrew Hurley",El Aleph,4.39,16590,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4192,2054,9.78039E+12,Raymond Chandler,The Long Goodbye,4.23,22503,https://images.gr-assets.com/books/1388225584m/2054.jpg
4193,2050,9.78039E+12,Raymond Chandler,"Farewell, My Lovely",4.17,21864,https://images.gr-assets.com/books/1465778099m/2050.jpg
4216,4835,9.78067E+12,"Salman Rushdie, Paul Birkbeck",Haroun and the Sea of Stories,4.01,19221,https://images.gr-assets.com/books/1419913148m/4835.jpg
4251,2748,9.78006E+12,Douglas Coupland,Microserfs,3.88,19516,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4255,8960,9.78032E+12,Darren Shan,"Vampire Mountain (Cirque du Freak, #4) ",4.16,23847,https://images.gr-assets.com/books/1255813254m/8960.jpg
4258,9598,9.78039E+12,Kurt Vonnegut Jr.,Deadeye Dick,3.8,19212,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4277,1591,9.78087E+12,"Aristophanes, Sarah Ruden",Λυσιστράτη,3.84,25758,https://images.gr-assets.com/books/1335892524m/1591.jpg
4297,3764,9.78014E+12,Ian Fleming,"From Russia, with Love",3.88,19802,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4315,7983,9.78014E+12,"Brian Jacques, Gary Chalk",Salamandastron,4.05,23723,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4323,3832,9.78074E+12,P.D. James,Cover Her Face,3.94,22941,https://images.gr-assets.com/books/1298412294m/3832.jpg
4338,275,9.78038E+12,"Marguerite Duras, Barbara Bray, Maxine Hong Kingston",L'Amant,3.76,18947,https://images.gr-assets.com/books/1423329337m/275.jpg
4340,3690,9.78014E+12,"Graham Greene, John Updike",The Power and the Glory,3.99,21315,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4348,3648,9.78031E+12,Claire Messud,The Emperor's Children,2.93,15362,https://images.gr-assets.com/books/1320497348m/3648.jpg
4400,5186,9.78038E+12,Edwidge Danticat,"Breath, Eyes, Memory ",3.86,22123,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4414,6628,9.78014E+12,Jasper Fforde,The Big Over Easy,3.92,24870,https://images.gr-assets.com/books/1432412758m/6628.jpg
4419,1624,9.78087E+12,Beryl Markham,West with the Night,4.18,19738,https://images.gr-assets.com/books/1368204688m/1624.jpg
4430,8676,9.78068E+12,"Anthony Robbins, Kenneth H. Blanchard, Jason Winters",Unlimited Power : The New Science Of Personal Achievement,4.21,18588,https://images.gr-assets.com/books/1419212761m/8676.jpg
4456,1305,9.78055E+12,Steven Pressfield,Gates of Fire: An Epic Novel of the Battle of Thermopylae,4.4,17952,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4468,7186,9.78019E+12,"Alexandre Dumas fils, David Coward",La Dame aux camélias,3.97,13562,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4508,9799,9.78057E+12,Jonathan Lethem,The Fortress of Solitude,3.87,15100,https://images.gr-assets.com/books/1418677318m/9799.jpg
4516,6530,9.78043E+12,Patricia Cornwell,Trace,3.76,23287,https://images.gr-assets.com/books/1310723816m/6530.jpg
4543,6819,9.78038E+12,David Mitchell,Ghostwritten,4.06,17900,https://images.gr-assets.com/books/1320415093m/6819.jpg
4555,2873,9.78045E+12,Tracy Chevalier,The Virgin Blue,3.65,23484,https://images.gr-assets.com/books/1395581883m/2873.jpg
4583,9569,9.78184E+12,Tom Robbins,Villa Incognito,3.65,14206,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4595,3974,9.78032E+12,Dan Simmons,The Terror,4,21225,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4615,900,9.78006E+12,Neil Strauss,The Game,3.73,16698,https://images.gr-assets.com/books/1410129471m/900.jpg
4623,8967,9.78032E+12,Darren Shan,"Trials of Death (Cirque du Freak, #5) ",4.25,22157,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4643,903,9.78081E+12,Zilpha Keatley Snyder,The Egypt Game,3.81,26657,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4679,7329,9.78026E+12,"J.R.R. Tolkien, Christopher Tolkien",Unfinished Tales of Númenor and Middle-Earth,3.93,18402,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4686,3692,9.7801E+12,Graham Greene,The Heart of the Matter,3.98,19149,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4706,6528,9.78043E+12,Patricia Cornwell,Predator,3.67,21668,https://images.gr-assets.com/books/1310552145m/6528.jpg
4712,1849,9.78045E+12,Nelson DeMille,Wild Fire,3.99,18529,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4721,4516,9.78842E+12,Carlos Ruiz Zafón,Marina,3.99,18260,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4725,4591,9.78006E+12,Matt Ridley,Genome: The Autobiography of a Species in 23 Chapters,4.02,17684,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4733,9530,9.78097E+12,Robert Kurson,Shadow Divers: The True Adventure of Two Americans Who Risked Everything to Solve One of the Last Mysteries of World War II,4.26,16917,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4741,3304,9.78006E+12,"Isabel Allende, Margaret Sayers Peden",La ciudad de las bestias,3.69,15497,https://images.gr-assets.com/books/1331488122m/3304.jpg
4766,359,9.78035E+12,Douglas Adams,The Salmon of Doubt: Hitchhiking the Galaxy One Last Time,3.92,20177,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4770,6753,9.78035E+12,David Foster Wallace,Brief Interviews with Hideous Men,3.88,15555,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4807,647,9.78031E+12,Naomi Klein,No Logo,3.86,18792,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4809,7748,9.78045E+12,Hunter S. Thompson,Fear and Loathing on the Campaign Trail '72,4.1,15306,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4815,4031,9.78038E+12,Bret Easton Ellis,Lunar Park,3.6,16431,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4833,424,9.78037E+12,Joan Didion,Slouching Towards Bethlehem: Essays,4.24,17787,https://images.gr-assets.com/books/1327952074m/424.jpg
4837,446,9.78031E+12,Paul Auster,The Brooklyn Follies,3.81,15635,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4844,5158,9.78038E+12,Kaye Gibbons,A Virtuous Woman,3.67,21311,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4846,8968,9.78032E+12,Darren Shan,"The Vampire Prince (Cirque Du Freak, #6)",4.23,20877,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4860,8088,9.78052E+12,Robin McKinley,Sunshine,3.85,27918,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4865,2368,9.78067E+12,David McCullough,Mornings on Horseback,4.1,18321,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4920,9913,9.78038E+12,Bret Easton Ellis,Glamorama,3.47,14947,https://images.gr-assets.com/books/1403179508m/9913.jpg
4926,9804,9.78016E+12,"Italo Calvino, Archibald Colquhoun",Il barone rampante,4.06,13221,https://images.gr-assets.com/books/1344432724m/9804.jpg
4929,5367,9.78038E+12,Roger Zelazny,The Great Book of Amber,4.31,20748,https://images.gr-assets.com/books/1165519096m/5367.jpg
4962,6526,9.7804E+12,Patricia Cornwell,Book of the Dead,3.63,20962,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4965,8964,9.78158E+12,"D.C. Talk, The Voice of the Martyrs","Jesus Freaks: DC Talk and The Voice of the Martyrs - Stories of Those Who Stood for Jesus, the Ultimate Jesus Freaks",4.2,17602,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4983,822,9.78006E+12,Neal Stephenson,The Confusion,4.24,17381,https://images.gr-assets.com/books/1407706997m/822.jpg
4992,428,9.78037E+12,"Joan Didion, David Thomson",Play It as It Lays,3.86,17411,https://images.gr-assets.com/books/1327935636m/428.jpg
4995,4006,9.78072E+12,"Paulo Coelho, Alan R. Clarke",As Valkírias,3.3,14364,https://images.gr-assets.com/books/1414013931m/4006.jpg
5006,4987,9.78039E+12,Kurt Vonnegut Jr.,Jailbird,3.81,15643,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5008,3973,9.78038E+12,Dan Simmons,Ilium,4.01,19242,https://images.gr-assets.com/books/1390894862m/3973.jpg
5017,7679,9.78006E+12,Michael Crichton,The Terminal Man,3.34,19072,https://images.gr-assets.com/books/1461056182m/7679.jpg
5059,7973,9.78035E+12,Orson Scott Card,Enchantment,3.89,21889,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5063,5872,9.78014E+12,Pat Barker,Regeneration,4.03,17126,https://images.gr-assets.com/books/1365925619m/5872.jpg
5162,8963,9.78032E+12,Darren Shan,"Hunters of the Dusk (Cirque Du Freak, #7)",4.17,19326,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5173,3581,9.78055E+12,Arthur Conan Doyle,"Sherlock Holmes: The Complete Novels and Stories, Volume I",4.45,17950,https://images.gr-assets.com/books/1320490450m/3581.jpg
5186,2879,9.78142E+12,Tite Kubo,Bleach―ブリーチ― 15,4.41,17078,https://images.gr-assets.com/books/1417981626m/2879.jpg
5198,7993,9.78014E+12,"Brian Jacques, Gary Chalk",Mariel of Redwall,3.96,21214,https://images.gr-assets.com/books/1299761476m/7993.jpg
5199,5752,9.78014E+12,Steven Pinker,The Blank Slate: The Modern Denial of Human Nature,4.07,15647,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5217,3656,9.7814E+12,John Banville,The Sea,3.49,16558,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5225,8966,9.78032E+12,Darren Shan,"Allies of the Night (Cirque Du Freak, Book 8)",4.19,18649,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5229,6554,9.78055E+12,John Saul,Darkness,3.92,17338,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5316,5175,9.78038E+12,Pearl Cleage,What Looks Like Crazy on an Ordinary Day,3.7,17853,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5329,8952,9.78032E+12,Darren Shan,"Killers of the Dawn (Cirque Du Freak, #9)",4.22,18194,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5347,6194,9.78014E+12,J.M. Coetzee,Waiting for the Barbarians,3.94,14830,https://images.gr-assets.com/books/1330879044m/6194.jpg
5351,4630,9.78068E+12,Ernest Hemingway,To Have and Have Not,3.57,16074,https://images.gr-assets.com/books/1400886825m/4630.jpg
5352,5062,9.78045E+12,Ken Follett,Jackdaws,3.91,17489,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5379,5179,9.78067E+12,Melinda Haynes,Mother of Pearl,3.67,17378,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5381,7682,9.78055E+12,Michael Crichton,The Great Train Robbery,3.84,17309,https://images.gr-assets.com/books/1328309104m/7682.jpg
5412,3300,9.78006E+12,"Isabel Allende, Margaret Sayers Peden",Inés del alma mía,3.9,13539,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5419,5130,9.78006E+12,Aldous Huxley,Island,3.87,14440,https://images.gr-assets.com/books/1375947541m/5130.jpg
5429,4373,9.78006E+12,Loung Ung,First They Killed My Father: A Daughter of Cambodia Remembers,4.29,17459,https://images.gr-assets.com/books/1407105580m/4373.jpg
5443,3381,9.78158E+12,Douglas Coupland,Hey Nostradamus!,3.72,14645,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5458,7053,9.78038E+12,Alexander McCall Smith,In the Company of Cheerful Ladies,4.07,19839,https://images.gr-assets.com/books/1422951731m/7053.jpg
5459,8296,9.78006E+12,"Laura Ingalls Wilder, Garth Williams",The First Four Years,3.88,24180,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5469,5289,9.78001E+12,"Oscar Wilde, Merlin Holland",Collected Works,4.45,10835,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5540,304,9.78038E+12,"George Eliot, Edmund White",Daniel Deronda,3.82,17723,https://images.gr-assets.com/books/1320432000m/304.jpg
5569,6820,9.78081E+12,David Mitchell,number9dream,3.92,13726,https://images.gr-assets.com/books/1320540682m/6820.jpg
5570,3384,9.78006E+12,Douglas Coupland,Girlfriend in a Coma,3.61,14576,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5594,9914,9.78033E+12,Bret Easton Ellis,The Informers,3.39,12898,https://images.gr-assets.com/books/1374684746m/9914.jpg
5608,7911,9.78142E+12,Margaret Sidney,Five Little Peppers and How They Grew,4.03,19780,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5629,5548,9.78039E+12,Richard Feynman,What Do You Care What Other People Think? Further Adventures of a Curious Character,4.28,14948,https://images.gr-assets.com/books/1297913068m/5548.jpg
5639,8725,9.78038E+12,Ruth Reichl,Comfort Me with Apples: More Adventures at the Table,4.02,16021,https://images.gr-assets.com/books/1339885200m/8725.jpg
5675,5160,9.78038E+12,Maya Angelou,The Heart of a Woman,4.19,15962,https://images.gr-assets.com/books/1417404078m/5160.jpg
5684,1627,9.78074E+12,Annie Proulx,Brokeback Mountain,3.93,19871,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5723,7663,9.78045E+12,"Jeffery Hudson, Michael Crichton",A Case of Need,3.6,14109,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5732,348,9.78035E+12,Robert A. Heinlein,The Door into Summer,4,15298,https://images.gr-assets.com/books/1342241886m/348.jpg
5737,3103,9.78039E+12,E.M. Forster,Maurice,4.02,16301,https://images.gr-assets.com/books/1361934128m/3103.jpg
5741,6426,9.78006E+12,Janet Evanovich,Motor Mouth,3.66,20983,https://images.gr-assets.com/books/1479699584m/6426.jpg
5760,5809,9.78202E+12,Thomas Pynchon,V.,3.97,13485,https://images.gr-assets.com/books/1328110787m/5809.jpg
5778,8951,9.78032E+12,Darren Shan,"The Lake of Souls (Cirque Du Freak, #10)",4.19,16803,https://images.gr-assets.com/books/1255988654m/8951.jpg
5821,3763,9.78014E+12,Ian Fleming,Live and Let Die,3.62,14230,https://images.gr-assets.com/books/1327953982m/3763.jpg
5848,1897,9.78039E+12,Jon Krakauer,Eiger Dreams: Ventures Among Men and Mountains,3.97,14010,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5866,4652,9.78068E+12,Ernest Hemingway,In Our Time,3.8,14912,https://images.gr-assets.com/books/1369859426m/4652.jpg
5868,7201,9.78031E+12,Jeffrey Archer,As The Crow Flies,4.05,14415,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5874,9957,9.7801E+12,Ian McEwan,The Cement Garden,3.57,14418,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5888,5936,9.78037E+12,"Pablo Neruda, Ilan Stavans",The Poetry of Pablo Neruda,4.44,14596,https://images.gr-assets.com/books/1417605511m/5936.jpg
5889,2872,9.78045E+12,Tracy Chevalier,Falling Angels,3.55,18465,https://images.gr-assets.com/books/1327995250m/2872.jpg
5910,7073,9.78035E+12,John Irving,A Son of the Circus,3.61,14878,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5923,7058,9.78038E+12,Alexander McCall Smith,The Good Husband of Zebra Drive,4.06,18329,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5937,3858,9.78077E+12,Sarah Macdonald,Holy Cow: An Indian Adventure,3.51,13627,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6002,9762,9.7814E+12,"Byron Katie, Stephen Mitchell",Loving What Is: Four Questions That Can Change Your Life,4.15,12568,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6046,6750,9.78014E+12,David Foster Wallace,The Broom of the System,3.84,13011,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6057,3368,9.78032E+12,Steve Krug,Don't Make Me Think! A common sense approach to web usability,4.24,7296,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6116,7628,9.78155E+12,"Ford Madox Ford, Kenneth Womack, William Baker",The Good Soldier,3.72,14471,https://images.gr-assets.com/books/1389213508m/7628.jpg
6171,6551,9.78014E+12,"Saul Bellow, Philip Roth",Herzog,3.79,14324,https://images.gr-assets.com/books/1386924221m/6551.jpg
6176,5755,9.78006E+12,Steven Pinker,The Language Instinct: How the Mind Creates Language,4.05,12870,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6183,7432,9.78031E+12,Jacqueline Winspear,Pardonable Lies,4.09,17947,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6205,8949,9.78032E+12,Darren Shan,"Lord of the Shadows (Cirque Du Freak, #11)",4.22,15794,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6213,3885,9.7809E+12,"Janet Briggs, Beth Wittlinger",The Taste of Home Cookbook,4.25,14469,https://images.gr-assets.com/books/1309198140m/3885.jpg
6221,7520,9.78142E+12,Brad Thor,Path of the Assassin,4.17,12652,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6245,7968,9.78081E+12,Orson Scott Card,"Red Prophet (Tales of Alvin Maker, #2)",3.78,16704,https://images.gr-assets.com/books/1379147136m/7968.jpg
6267,9650,9.78142E+12,George Orwell,Burmese Days,3.84,12119,https://images.gr-assets.com/books/1415573403m/9650.jpg
6292,2915,9.78044E+12,Gary Paulsen,The River,3.77,14198,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6296,5053,9.78045E+12,Ken Follett,The Man from St. Petersburg,3.84,13193,https://images.gr-assets.com/books/1411331808m/5053.jpg
6319,250,9.7808E+12,Henry Miller,Tropic of Capricorn,3.85,12082,https://images.gr-assets.com/books/1417652073m/250.jpg
6350,1875,9.78068E+12,"Michel Foucault, Robert Hurley",Histoire de la sexualité 1. La Volonté de savoir,4.03,12565,https://images.gr-assets.com/books/1486236798m/1875.jpg
6358,7531,9.78038E+12,Laurie Notaro,The Idiot Girls' Action-Adventure Club: True Tales from a Magnificent and Clumsy Life,3.89,15198,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6368,7184,9.78019E+12,"Alexandre Dumas, David Coward, Auguste Maquet",Vingt ans après,4.01,14539,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6370,447,9.78014E+12,Paul Auster,Moon Palace,3.99,12170,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6394,698,9.78031E+12,Anne Tyler,Digging to America,3.53,15484,https://images.gr-assets.com/books/1327901292m/698.jpg
6397,7979,9.78014E+12,Brian Jacques,The Bellmaker,3.95,17476,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6399,5849,9.78033E+12,V.S. Naipaul,A House for Mr. Biswas,3.82,13073,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6411,2137,9.78031E+12,Michael Cunningham,A Home at the End of the World,3.89,13228,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6417,4955,9.7814E+12,Dave Eggers,How We Are Hungry,3.75,11282,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6455,840,9.78047E+12,Donald A. Norman,The Psychology of Everyday Things,4.18,11838,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6475,2142,9.78085E+12,Ted Dekker,Blink,4.17,12037,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6555,8948,9.78032E+12,Darren Shan,"Sons of Destiny (Cirque Du Freak, Book 12)",4.22,14997,https://images.gr-assets.com/books/1344270002m/8948.jpg
6587,3759,9.78014E+12,Ian Fleming,Goldfinger,3.8,13267,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6600,6678,9.78014E+12,"Roald Dahl, Quentin Blake",Going Solo,4.04,14086,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6647,3447,9.78062E+12,Tim O'Brien,In the Lake of the Woods,3.78,12441,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6674,8696,9.78035E+12,"Douglas Adams, Mark Carwardine",Last Chance to See,4.33,13860,https://images.gr-assets.com/books/1327867839m/8696.jpg
6712,7926,9.78039E+12,Sydney Taylor,All-of-a-Kind Family,4.23,18383,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6718,291,9.78081E+12,"Kahlil Gibran, Anthony R. Ferris",الأجنحة المتكسرة,3.93,5611,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6741,6671,9.78038E+12,Roald Dahl,The Wonderful Story Of Henry Sugar And Six More,4.15,13419,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6748,1307,9.78055E+12,"Margaret Weis, Tracy Hickman",Fire Sea,4.05,14707,https://images.gr-assets.com/books/1325422748m/1307.jpg
6757,7909,9.78006E+12,"Maud Hart Lovelace, Lois Lenski",Betsy-Tacy,4.07,18024,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6808,4986,9.78074E+12,Kurt Vonnegut Jr.,"God Bless You, Dr. Kevorkian",3.83,11543,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6826,5368,9.78014E+12,Kathleen Winsor,Forever Amber,3.98,13286,https://images.gr-assets.com/books/1350464965m/5368.jpg
6849,7998,9.78014E+12,Brian Jacques,Outcast of Redwall,3.9,15874,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6851,1191,9.78031E+12,"Giada De Laurentiis, Victoria Pearson",Giada's Family Dinners,3.99,12061,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6873,4662,9.78068E+12,"F. Scott Fitzgerald, Matthew J. Bruccoli",The Short Stories of F. Scott Fitzgerald,4.23,11525,https://images.gr-assets.com/books/1400891315m/4662.jpg
6889,3750,9.78014E+12,Ian Fleming,Moonraker,3.7,12016,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6906,9454,9.7802E+12,"Georg Wilhelm Friedrich Hegel, A.V. Miller, John Niemeyer Findlay",Phänomenologie des Geistes,3.91,11744,https://images.gr-assets.com/books/1425522818m/9454.jpg
